link,smartphone,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,conexoes,funcoes,dual chip,altura,largura,profundidade,formato,flash embutido,memoria interna,modelo,operadora,peso,sistema operacional,sugestoes,html_error,tecnologia,recursos da tela,bateria em conversacao,processador,tamanho da tela,resolucao da tela,tecnologia da tela,slot de expansao,marca,1x,2x,3x,4x,5x,6x,7x,8x,9x,10x,"total de r$ 629,00 parcelado sem juros",nome,garantia (meses),peso produto,cest,unidade de medida,cor principal,quantidade de imeis,lastro,camada,certificado anatel,dimensoes do produto,bateria,conteudo da embalagem,bateri,camera principal mp,camera secundaria mp,ram,wi-fi,gp,acelerometro,versao bluetooth,armazenamento interno,formato da tela,"detalhes do produto  cor: cinza  dimensoes do produto: 12,5 x 6,5 x 2 cm ; 136 g  peso de envio: 449 g pilha(s) ou bateria(s): 1 ion de litio baterias ou pilhas necessarias (inclusas). numero do modelo: smatx1joyx02  asin: b074fjldmm  registro no inmetro: 056281605363  disponivel desde: 17 de agosto de 2017  avaliacoes dos clientes: 3,5 de 5 estrelas2 classificacoes de cliente lista de mais vendidos da amazon: no 525 em eletronicos (conheca o top 100 na categoria eletronicos)  .zg_hrsr { margin: 0; padding: 0; list-style-type: none; } .zg_hrsr_item { margin: 0 0 0 10px; } .zg_hrsr_rank { display: inline-block; width: 80px; text-align: right; }  no164  em celulares e smartphones",detalhes do produto  asin: b0845zfqch  codigo de barras: 0751320718457  avaliacoes dos clientes: seja o primeiro a escrever uma avaliacao
https://produto.casasbahia.com.br/50004424?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004424&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004424,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/50004424?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004424&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004424,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-cinza-espacial/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,512GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-prata/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,512GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/smartphone-samsung-galaxy-z-flip-sm-f700f-desbloqueado-dual-chip-256gb-android-10-0-preto/p,Sim,"6.7""",Sim,Sim,Sim,12 Megapixels,10 Megapixels,Sim,,"Bluetooth, Fone de Ouvido, USB, Wi-fi","Alarme, E-mail, GPS, Viva Voz, Vídeo",Sim,,,,Flip,Sim,256GB,Galaxy Z Flip,Sem Operadora,,Android 10,Samsung Galaxy,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/smartphone-samsung-galaxy-z-flip-sm-f700fz-dual-chip-256gb-8gb-ram-6-7-ultravioleta/p,Sim,"6.7""",Sim,Sim,Sim,10 Megapixels,12 Megapixels,Sim,,"Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, Gravador de Voz",Sim,16.6cm,7.24cm,6.7cm,Flip,Sim,256GB,Galaxy Z Flip,Sem Operadora,175g,Android 10,Samsung Galaxy,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/50004440?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004440&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004440,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.casasbahia.com.br/50004441?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004441&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004441,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/50004438?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004438&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004438,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/50004441?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004441&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004441,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/50004439?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004439&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004439,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.casasbahia.com.br/50004438?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=50004438&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-50004438,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-dourado/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,512GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-512gb-6-5-desbloqueado-verde/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,512GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.casasbahia.com.br/55005156?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55005156&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55005156,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/55005156?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55005156&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55005156,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=6c729faacd3ecabd5202efce4f88e130&i=5981ecdfeec3dfb1f8874205&o=5eaab406f8e95eac3d668866&redirect_url=https%3A%2F%2Fwww.submarino.com.br%2Fproduto%2F1524058318%3Fopn%3DAFLNOVOSUB%26epar%3Db2wafiliados%26franq%3DAFL-03-20361,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.pontofrio.com.br/55005157?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55005157&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55005157,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.casasbahia.com.br/55005157?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55005157&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55005157,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.extra.com.br/55005156?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55005156&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55005156,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5eaab316f8e95eac3d667ee3&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1524058318%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://produto.extra.com.br/55005157?utm_source=jacotei&utm_medium=comparadorpreco&utm_content=55005157&cm_mmc=jacotei_XML-_-TELE-_-Comparador-_-55005157,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/smartphone-motorola-razr-128gb-6gb-6-2-desbloqueado-android-9-black/p,Sim,"6.2""",Sim,Sim,Sim,16.0 Megapixels,5.0 Megapixels,,,,"Alarme, Gravador de Voz, MP3, Vídeo",Não,,,,Flip,,128GB,,Sem Operadora,,Android 9 Pie,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5d9ff1396c28a3cb50e3c045&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F262998958%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=59d7f5fb5371168019f9d4fdaebc4a29&i=5981ecb5eec3dfb1f8871ad5&o=5bddc82aebb19ac62cdaa7e1&redirect_url=https%3A%2F%2Fwww.shoptime.com.br%2Fproduto%2F134074179%3Fopn%3DAFLSHOP%26epar%3Db2wafiliados%26franq%3DAFL-03-20361%26hl%3Dlower,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-xs-max-apple-oled-6-5-desbloqueado-256gb-cinza-espacial-copia-de-13376351/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,7 Megapixels,Sim,"4K, HD","Bluetooth, EDGE, Fone de Ouvido, Micro USB, Wi-fi","Alarme, E-mail, GPS, Gravador de Voz, MP3, Viva Voz, Vídeo",Não,15.7cm,7.7cm,0.77cm,Barra,Sim,256GB,iPhone XS MAX,Sem Operadora,208g,iOS 12,Apple iPhone,False,,Full HD,25 Horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g985f-desbloqueado-dual-chip-128gb-android-10-cloud-blue-relogio-galaxy-watch-active-2/p,Sim,"6.7""",Sim,Sim,Sim,12 Megapixels,10 Megapixels,Sim,4K,"Bluetooth, Fone de Ouvido, Micro USB, Wi-fi","Alarme, E-mail, GPS, Rádio, Viva Voz, Vídeo",Sim,16.1cm,7.3cm,0.78cm,Barra,Sim,128GB,Galaxy S20+,Sem Operadora,186g,Android 10,Samsung Galaxy,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-xs-max-apple-oled-6-5-desbloqueado-256gb-cinza-espacial/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,7 Megapixels,Sim,"4K, HD","Bluetooth, EDGE, Fone de Ouvido, Micro USB, Wi-fi","Alarme, E-mail, GPS, Gravador de Voz, MP3, Viva Voz, Vídeo",Não,15.7cm,7.7cm,0.77cm,Barra,Sim,256GB,iPhone XS MAX,Sem Operadora,208g,iOS 12,Apple iPhone,False,,Full HD,25 Horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5de525adf8e95eac3d8c47e2&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1350551937%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/smartphone-samsung-galaxy-s20-sm-g980f-desbloqueado-dual-chip-128gb-android-10-cloud-pink-smart-tv-led-65-samsung-ru7100-ultra-hd-4k/p,Sim,"6.2""",Sim,Sim,Sim,64 Megapixels,10 Megapixels,Sim,,"Bluetooth, Fone de Ouvido, Wi-fi","Alarme, E-mail, GPS, Redes Sociais, Viva Voz, Vídeo",Sim,15.1cm,6.9cm,0.79cm,Barra,Sim,128GB,Galaxy S20,Sem Operadora,163g,Android 10,"Motorola Moto X, Samsung Galaxy",False,GSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-xs-apple-oled-5-8-desbloqueado-256gb-4g-prata/p,Sim,"5.8""",Sim,Sim,Sim,12 Megapixels,7 Megapixels,Sim,"4K, HD","Bluetooth, EDGE, Fone de Ouvido, Micro USB, Wi-fi","Alarme, E-mail, GPS, Gravador de Voz, MP3, Viva Voz, Vídeo",Não,14.3cm,7cm,0.77cm,Barra,Sim,256GB,iPhone XS,Sem Operadora,177g,iOS 12,Apple iPhone,False,,Full HD,20 Horas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-cinza-espacial/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,256GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-dourado/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,256GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-verde/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,256GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-11-pro-max-apple-256gb-6-5-desbloqueado-prata/p,Sim,"6.5""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB, Wi-fi","Alarme, E-mail, GPS, MP3, Viva Voz, Vídeo",Não,15.8cm,7.7cm,0.80cm,Barra,Sim,256GB,IPhone 11 Pro Max,Sem Operadora,224g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/smartphone-caterpillar-cat-s61-desbloqueado-64gb-dual-chip-android-8-0-preto/p,Sim,"5.2""",Sim,Sim,Sim,16.0 Megapixels,8.0 Megapixels,Sim,,"Bluetooth, Fone de Ouvido, USB, Wi-fi","Alarme, E-mail, Rádio, Viva Voz",Sim,16.3cm,7.8cm,1.3cm,Barra,Sim,64GB,CAT S61,Sem Operadora,,Android 8.0,,False,GSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e9177b8f8e95eac3d1a4969&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1645510681%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://tracker2.ad5track.com/tracker/click?acc=2ccfe822dfd85d3b72357f4d5f089ff6&i=5981ec91eec3dfb1f886f1e2&o=5e994009f8e95eac3d31334e&redirect_url=https%3A%2F%2Fwww.americanas.com.br%2Fproduto%2F1658629391%3Ffranq%3DAFL-03-20361%26epar%3Db2wafiliados%26opn%3DAFLACOM%26hl%3Dlower,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-prata/p,Sim,"5.8""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB","Alarme, E-mail, GPS, Gravador de Voz, MP3, Viva Voz, Vídeo",Não,14.4cm,7.1cm,0.80cm,Barra,Sim,512GB,iPhone 11 Pro,Sem Operadora,188g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-verde/p,Sim,"5.8""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB","Alarme, E-mail, GPS, Gravador de Voz, MP3, Viva Voz, Vídeo",Não,14.4cm,7.1cm,0.80cm,Barra,Sim,512GB,iPhone 11 Pro,Sem Operadora,188g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jacotei.com.br/iphone-apple-11-pro-512gb-desbloqueado-5-8-cinza-espacial/p,Sim,"5.8""",Sim,Sim,Sim,12 Megapixels,12 Megapixels,Sim,"4K, HD","Bluetooth, Micro USB","Alarme, E-mail, GPS, Gravador de Voz, MP3, Viva Voz, Vídeo",Não,14.4cm,7.1cm,0.80cm,Barra,Sim,512GB,iPhone 11 Pro,Sem Operadora,188g,iOS 13,Apple iPhone,False,,Full HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
